Date,Open,High,Low,Close,Volume,Ticker,EMA12,EMA26,MACD,Signal,Hist,MACD_Buy,MACD_Sell,RSI,RSI_Buy,RSI_Sell,Low_Min,High_Max,RSV,K,D,J,OSC,OSC_Buy,OSC_Sell,BOLL_Mid,BOLL_STD,BOLL_Upper,BOLL_Lower,BOLL_Buy,BOLL_Sell,BIAS,BIAS_Buy,BIAS_Sell,%K,%D,STOCHS_Buy,STOCHS_Sell,+DI,-DI,ADX,ADX_Buy,ADX_Sell,Aroon_Up,Aroon_Down,Aroon_Buy,Aroon_Sell
2024-03-18,65489.9296875,67622.7578125,62355.37109375,67234.171875,93346712449,BTC-USD,67234.171875,67234.171875,0.0,0.0,0.0,False,False,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2024-03-18,3492.89794921875,3541.898193359375,3254.96923828125,3454.636474609375,45973750824,ETH-USD,57421.93565955529,62509.76184534143,-5087.8261857861435,-1017.5652371572287,-4070.260948628915,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2024-03-18,179.23980712890625,186.62942504882812,167.8778533935547,183.57345581054688,9523751916,SOL-USD,48616.033782056096,57893.00714982062,-9276.973367764527,-2669.4468632786884,-6607.526504485839,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2024-03-18,0.6406949758529663,0.6443449854850769,0.6004049777984619,0.6329500079154968,4443973556,XRP-USD,41136.74134635638,53604.68313501968,-12467.941788663302,-4629.145848355612,-7838.79594030769,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2024-03-25,67234.09375,71727.6875,66414.8359375,71333.6484375,216324625836,BTC-USD,45782.41936037847,54917.9398240923,-9135.520463713823,-5530.420771427254,-3605.099692286569,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2024-03-25,3454.8857421875,3678.789794921875,3421.79052734375,3647.8564453125,104883881410,ETH-USD,39300.17891190678,51120.15587010861,-11819.976958201827,-6788.332008782169,-5031.644949419658,False,True,,False,False,,,,,,,,False,False,,,,,False,False,-84.9938563946039,True,False,,,False,False,,,,False,False,,,False,False
2024-03-25,183.57345581054688,203.02679443359375,180.42044067382812,202.87413024902344,22714575564,SOL-USD,33285.2089454979,47348.505370859755,-14063.296425361856,-8243.324892098108,-5819.971533263748,False,True,,False,False,,,,,,,,False,False,,,,,False,False,-98.45572820768611,True,False,,,False,False,,,,False,False,,,False,False
2024-03-25,0.6329529881477356,0.6592959761619568,0.6048370003700256,0.6292250156402588,11289828840,XRP-USD,28164.504373116015,43841.25528598241,-15676.750912866399,-9730.010096251766,-5946.740816614632,False,True,,False,False,,,,,,,,False,False,,,,,False,False,-99.99499085918345,True,False,,,False,False,,,,False,False,,,False,False
2024-04-01,71333.484375,71342.09375,64559.8984375,69362.5546875,229427260104,BTC-USD,34502.66595994432,45731.72190831705,-11229.055948372727,-10029.819266675959,-1199.2366816967678,False,True,,False,False,0.6004049777984619,71727.6875,96.70259464270906,96.70259464270906,96.70259464270906,96.70259464270904,,False,False,,,,,False,False,187.91457797453845,False,True,96.70259464270906,,False,False,,,,False,False,,,False,False
2024-04-01,3647.819580078125,3648.129150390625,3205.649169921875,3453.49462890625,102668185352,ETH-USD,29725.87037055385,42600.00136910143,-12874.130998547582,-10598.681613050283,-2275.449385497299,False,True,,False,False,0.6004049777984619,71727.6875,4.813933429854953,41.5693979149966,63.62267660608158,-2.5371594671733675,-29.943818097899307,False,True,,,,,False,False,-85.99944614192401,True,False,4.813933429854953,,False,False,,,,False,False,,,False,False
2024-04-01,202.8744354248047,204.1797637939453,168.23606872558594,179.6498565673828,30613491830,SOL-USD,25180.297983786702,39457.75310891373,-14277.455125127024,-11334.436315465631,-2943.018809661393,False,True,,False,False,0.6004049777984619,71727.6875,0.24962599046073658,21.996874371795403,43.90519133720918,-21.81975955903215,-3.5707820399902217,False,True,,,,,False,False,-98.59734496830218,True,False,0.24962599046073658,33.92205135434158,False,False,,,,False,False,,,False,False
2024-04-01,0.6292250156402588,0.6320359706878662,0.5635700225830078,0.59483402967453,11116094995,XRP-USD,21306.497499208697,36535.0006441075,-15228.503144898805,-12113.249681352267,-3115.253463546538,False,True,,False,False,0.5635700225830078,71727.6875,4.358742603710593e-05,12.859729276749668,31.009384019787536,-23.439580209326067,-1.5985266443843917,False,True,,,,,False,False,-99.99512429773489,True,False,4.358742603710593e-05,1.6878676692472423,False,False,,,,False,False,,,False,False
2024-04-08,0.5948349833488464,0.6412580013275146,0.4336340129375458,0.5042579770088196,17660266710,XRP-USD,18028.652385173053,33828.74165254228,-15800.089267369229,-12850.61759855566,-2949.4716688135686,False,True,,False,False,0.4336340129375458,71727.6875,9.84618262442131e-05,7.923093750641625,22.1468744851865,-20.52446771844813,-1.4771270679465702,False,True,,,,,False,False,-99.9958552678278,True,False,9.84618262442131e-05,0.08325601323767264,False,False,,,,False,False,,,False,False
