Date,Open,High,Low,Close,Volume,Ticker,EMA12,EMA26,MACD,Signal,Hist,MACD_Buy,MACD_Sell,RSI,RSI_Buy,RSI_Sell,Low_Min,High_Max,RSV,K,D,J,OSC,OSC_Buy,OSC_Sell,BOLL_Mid,BOLL_STD,BOLL_Upper,BOLL_Lower,BOLL_Buy,BOLL_Sell,BIAS,BIAS_Buy,BIAS_Sell,%K,%D,STOCHS_Buy,STOCHS_Sell,+DI,-DI,ADX,ADX_Buy,ADX_Sell,Aroon_Up,Aroon_Down,Aroon_Buy,Aroon_Sell
2025-03-15 00:00:00+00:00,83989.8046875,84212.921875,83989.8046875,84189.515625,115122176,BTC-USD,84189.515625,84189.515625,0.0,0.0,0.0,False,False,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2025-03-15 00:00:00+00:00,1910.859619140625,1915.736083984375,1910.859619140625,1915.4420166015625,223773696,ETH-USD,71531.96583909255,78095.13980215567,-6563.17396306312,-1312.634792612624,-5250.539170450496,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2025-03-15 00:00:00+00:00,133.42596435546875,133.67576599121094,133.2495574951172,133.27195739746094,3676160,SOL-USD,60547.55139575484,72320.18662846988,-11772.635232715038,-3404.634880633107,-8368.00035208193,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2025-03-15 00:00:00+00:00,2.356634616851806,2.367631435394287,2.3565680980682373,2.367631435394287,1883648,XRP-USD,51232.90773970569,66963.31114720806,-15730.403407502374,-5869.788586006961,-9860.614821495412,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2025-03-15 00:30:00+00:00,84205.8359375,84341.5390625,84205.8359375,84326.9765625,115691520,BTC-USD,56324.302943212504,68249.50858537784,-11925.20564216534,-7080.871997238637,-4844.333644926703,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2025-03-15 00:30:00+00:00,1915.971923828125,1917.1236572265625,1912.95556640625,1916.3712158203125,120659968,ETH-USD,47953.85190822909,63335.94285429951,-15382.09094607042,-8741.115787004994,-6640.975159065427,False,True,,False,False,,,,,,,,False,False,,,,,False,False,-93.33374054359768,True,False,,,False,False,,,,False,False,,,False,False
2025-03-15 00:30:00+00:00,133.27639770507812,133.9462890625,133.26034545898438,133.86697387695312,2451456,SOL-USD,40596.93114909799,58654.30760389784,-18057.37645479985,-10604.367920563966,-7453.008534235885,False,True,,False,False,,,,,,,,False,False,,,,,False,False,-99.09169137442916,True,False,,,False,False,,,,False,False,,,False,False
2025-03-15 00:30:00+00:00,2.367865085601806,2.3860561847686768,2.367865085601806,2.3833365440368652,29142272,XRP-USD,34351.61610101276,54309.720621130895,-19958.104520118133,-12475.115240474799,-7482.989279643334,False,True,,False,False,,,,,,,,False,False,,,,,False,False,-99.98347109752214,True,False,,,False,False,,,,False,False,,,False,False
2025-03-15 01:00:00+00:00,2.3834478855133057,2.3961117267608643,2.3824357986450195,2.3898634910583496,45851648,XRP-USD,29067.119756778655,50286.95537982424,-21219.835623045587,-14224.059316988958,-6995.7763060566285,False,True,,False,False,2.3565680980682373,84341.5390625,3.947796505179821e-05,3.947796505179821e-05,3.947796505179821e-05,3.94779650517982e-05,,False,False,,,,,False,False,-99.98340072013102,True,False,3.947796505179821e-05,,False,False,,,,False,False,,,False,False
2025-03-15 01:00:00+00:00,133.85107421875,133.85107421875,133.24070739746094,133.40110778808594,10280192,SOL-USD,24615.77842616472,46571.877285599345,-21956.098859434624,-15770.467225478093,-6185.631633956531,False,True,,False,False,2.3565680980682373,84341.5390625,0.1553780055891766,0.09324259453952667,0.055961347909736725,0.16780508779910658,-97.46646985205936,False,True,,,,,False,False,-99.07483899058325,True,False,0.1553780055891766,,False,False,,,,False,False,,,False,False
