Date,Open,High,Low,Close,Volume,Ticker,EMA12,EMA26,MACD,Signal,Hist,MACD_Buy,MACD_Sell,RSI,RSI_Buy,RSI_Sell,Low_Min,High_Max,RSV,K,D,J,OSC,OSC_Buy,OSC_Sell,BOLL_Mid,BOLL_STD,BOLL_Upper,BOLL_Lower,BOLL_Buy,BOLL_Sell,BIAS,BIAS_Buy,BIAS_Sell,%K,%D,STOCHS_Buy,STOCHS_Sell,+DI,-DI,ADX,ADX_Buy,ADX_Sell,Aroon_Up,Aroon_Down,Aroon_Buy,Aroon_Sell
2022-04-01,45554.1640625,47313.4765625,37697.94140625,37714.875,830115888649,BTC-USD,37714.875,37714.875,0.0,0.0,0.0,False,False,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2022-04-01,3282.576171875,3573.960205078125,2727.40625,2730.186767578125,493826441956,ETH-USD,32332.615271935098,35123.416612413195,-2790.8013404780977,-558.1602680956196,-2232.6410723824783,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2022-04-01,122.7361068725586,143.02001953125,82.90953826904297,85.09593200683594,54892178111,SOL-USD,27371.458450407674,32527.985450901615,-5156.527000493941,-1477.8336145752842,-3678.693385918657,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2022-04-01,0.8147090077400208,0.8501539826393127,0.5815759897232056,0.5870910286903381,53410197103,XRP-USD,23160.555164349367,30118.548535355472,-6957.993371006105,-2573.8655658614484,-4384.127805144657,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2022-05-01,37713.265625,39902.94921875,26350.490234375,31792.310546875,1105689315990,BTC-USD,24488.51753089177,30242.53090657914,-5754.013375687369,-3209.8951278266327,-2544.1182478607366,False,True,,False,False,,,,,,,,False,False,,,,,False,False,,False,False,,,False,False,,,,False,False,,,False,False
2022-05-01,2729.994140625,2956.686767578125,1721.2647705078125,1942.3280029296875,636271175493,ETH-USD,21019.872988128373,28146.219580382884,-7126.346592254511,-3993.1854207122087,-3133.1611715423023,False,True,,False,False,,,,,,,,False,False,,,,,False,False,-84.30767136263397,True,False,,,False,False,,,,False,False,,,False,False
2022-05-01,85.09468841552734,95.03282165527344,38.05009078979492,45.76784133911133,59438120663,SOL-USD,17793.087580930023,26064.70463675001,-8271.617055819988,-4848.871747733765,-3422.7453080862233,False,True,,False,False,,,,,,,,False,False,,,,,False,False,-99.24963117375437,True,False,,,False,False,,,,False,False,,,False,False
2022-05-01,0.587086021900177,0.655036985874176,0.3449540138244629,0.4218670129776001,60039548990,XRP-USD,15055.754394173555,24134.017024176897,-9078.262630003343,-5694.74992418768,-3383.5127058156622,False,True,,False,False,,,,,,,,False,False,,,,,False,False,-99.99252594382442,True,False,,,False,False,,,,False,False,,,False,False
2022-06-01,0.4218890070915222,0.4251179993152618,0.2905789911746979,0.3314479887485504,39627643330,XRP-USD,12739.535479375892,22346.336611125924,-9606.801131750031,-6477.160165700151,-3129.6409660498803,False,True,,False,False,0.2905789911746979,47313.4765625,8.63797199962344e-05,8.63797199962344e-05,8.63797199962344e-05,8.637971999623441e-05,,False,False,,,,,False,False,-99.99411312877207,True,False,8.63797199962344e-05,,False,False,,,,False,False,,,False,False
2022-06-01,45.76512908935547,45.946659088134766,26.060319900512695,33.588417053222656,47456191626,SOL-USD,10784.774392864712,20693.54044860202,-9908.766055737307,-7163.481343707583,-2745.2847120297247,False,True,,False,False,0.2905789911746979,39902.94921875,0.08344766789266053,0.050103152623594806,0.030096443462155377,0.09011657094647367,-94.5593539108865,False,True,,,,,False,False,-99.40401595899786,True,False,0.08344766789266053,,False,False,,,,False,False,,,False,False
