Datetime,Open,High,Low,Close,Volume,Ticker
2025-01-15 14:30:00+00:00,234.63999938964844,237.52000427246094,234.42999267578125,237.35000610351562,3646234,AAPL
2025-01-15 14:30:00+00:00,222.8459930419922,223.47340393066406,221.75,222.11000061035156,3979090,AMZN
2025-01-15 14:30:00+00:00,192.92999267578125,193.63999938964844,191.86050415039062,192.27499389648438,2277825,GOOGL
2025-01-15 14:30:00+00:00,610.5,612.7999267578125,606.5,608.8300170898438,1985439,META
2025-01-15 14:30:00+00:00,419.1300048828125,423.3399963378906,418.2650146484375,423.3211975097656,1969736,MSFT
2025-01-15 14:30:00+00:00,133.6300048828125,133.97000122070312,131.2899932861328,133.47000122070312,27673727,NVDA
2025-01-15 14:30:00+00:00,409.8599853515625,413.75,405.6610107421875,411.82000732421875,11632314,TSLA
2025-01-15 14:45:00+00:00,237.33999633789062,238.12100219726562,237.1699981689453,237.35000610351562,1971559,AAPL
2025-01-15 14:45:00+00:00,222.0800018310547,222.97000122070312,221.97000122070312,222.69000244140625,1413252,AMZN
2025-01-15 14:45:00+00:00,192.2899932861328,193.4149932861328,192.21099853515625,193.1300048828125,913835,GOOGL
2025-01-15 14:45:00+00:00,608.8300170898438,613.5499877929688,607.969970703125,612.3599853515625,825623,META
2025-01-15 14:45:00+00:00,423.32000732421875,425.31988525390625,423.2349853515625,423.9999084472656,998123,MSFT
2025-01-15 14:45:00+00:00,133.4199981689453,134.02999877929688,132.6199951171875,133.60000610351562,10018796,NVDA
2025-01-15 14:45:00+00:00,410.8399963378906,415.7598876953125,410.20001220703125,415.32000732421875,5243969,TSLA
2025-01-15 15:00:00+00:00,237.3699951171875,238.38999938964844,237.36000061035156,237.50999450683594,1642266,AAPL
2025-01-15 15:00:00+00:00,222.68499755859375,223.42999267578125,222.5800018310547,223.05999755859375,1109674,AMZN
2025-01-15 15:00:00+00:00,193.1199951171875,193.91000366210938,193.0500030517578,193.5500030517578,850282,GOOGL
2025-01-15 15:00:00+00:00,612.3699951171875,614.8900146484375,612.0999755859375,614.4000244140625,728755,META
2025-01-15 15:00:00+00:00,423.875,425.1585998535156,423.67999267578125,423.7702941894531,442553,MSFT
2025-01-15 15:00:00+00:00,133.58999633789062,134.2449951171875,133.57000732421875,133.85000610351562,8645570,NVDA
2025-01-15 15:00:00+00:00,415.2974853515625,417.8699951171875,415.2001037597656,415.8299865722656,3989889,TSLA
2025-01-15 15:15:00+00:00,237.5,238.10000610351562,237.39999389648438,237.92010498046875,1339591,AAPL
2025-01-15 15:15:00+00:00,223.02999877929688,223.43260192871094,222.97000122070312,223.10499572753906,952134,AMZN
2025-01-15 15:15:00+00:00,193.57000732421875,194.63999938964844,193.4949951171875,194.27000427246094,737861,GOOGL
2025-01-15 15:15:00+00:00,614.4299926757812,618.2161865234375,613.969970703125,616.5700073242188,731351,META
2025-01-15 15:15:00+00:00,423.7650146484375,425.5,423.70001220703125,425.2749938964844,615967,MSFT
2025-01-15 15:15:00+00:00,133.83999633789062,134.5500030517578,133.6999969482422,134.1999969482422,7175965,NVDA
2025-01-15 15:15:00+00:00,415.760009765625,418.95989990234375,415.43060302734375,417.510009765625,2967395,TSLA
