Date,AAPL - Open,AAPL - High,AAPL - Low,AAPL - Close,AAPL - Volume,AMZN - Open,AMZN - High,AMZN - Low,AMZN - Close,AMZN - Volume,BA - Open,BA - High,BA - Low,BA - Close,BA - Volume,CAT - Open,CAT - High,CAT - Low,CAT - Close,CAT - Volume,CVX - Open,CVX - High,CVX - Low,CVX - Close,CVX - Volume,GOOGL - Open,GOOGL - High,GOOGL - Low,GOOGL - Close,GOOGL - Volume,GS - Open,GS - High,GS - Low,GS - Close,GS - Volume,JNJ - Open,JNJ - High,JNJ - Low,JNJ - Close,JNJ - Volume,JPM - Open,JPM - High,JPM - Low,JPM - Close,JPM - Volume,KO - Open,KO - High,KO - Low,KO - Close,KO - Volume,MCD - Open,MCD - High,MCD - Low,MCD - Close,MCD - Volume,MSFT - Open,MSFT - High,MSFT - Low,MSFT - Close,MSFT - Volume,NKE - Open,NKE - High,NKE - Low,NKE - Close,NKE - Volume,NVDA - Open,NVDA - High,NVDA - Low,NVDA - Close,NVDA - Volume,PFE - Open,PFE - High,PFE - Low,PFE - Close,PFE - Volume,SOFI - Open,SOFI - High,SOFI - Low,SOFI - Close,SOFI - Volume,TSLA - Open,TSLA - High,TSLA - Low,TSLA - Close,TSLA - Volume,UNH - Open,UNH - High,UNH - Low,UNH - Close,UNH - Volume,WMT - Open,WMT - High,WMT - Low,WMT - Close,WMT - Volume,XOM - Open,XOM - High,XOM - Low,XOM - Close,XOM - Volume
2021-01-04,130.419813747916,130.50772046788387,123.81677157197642,126.40524291992188,143301900,163.5,163.60000610351562,157.2010040283203,159.3314971923828,88228000,210.0,210.1999969482422,202.49000549316406,202.72000122070312,21225600,168.29876525690472,171.0393641717445,165.76968545113158,167.5170440673828,4078300,72.04003628024867,72.71686186120381,70.97402808317722,71.66777801513672,9234900,87.68214606917775,87.80619285085264,85.04869477317573,85.99476623535156,37324000,241.93471207528742,242.46025096805377,235.73683737639757,240.12246704101562,3572000,140.59557211354445,140.7207520524629,137.81477651566553,139.93389892578125,11765900,113.76288009606964,114.08409347857894,111.33593756483816,112.30850219726562,16819900,48.06862648753065,48.38749021939555,46.084587366369036,46.731170654296875,25611100,195.80988430831732,196.0198495078486,190.0859401628529,191.91175842285156,4055400,215.1015393465035,215.55585106457548,207.6392459234173,210.42311096191406,37130100,136.15119276805973,136.26556082989643,131.83362391480964,133.5301513671875,6178500,13.071075967260793,13.617938246057243,12.929684478796744,13.080302238464355,560640000,30.476469608229742,30.53433084049712,29.98051528788062,30.426876068115234,33565700,12.59000015258789,12.59000015258789,11.800000190734863,12.199999809265137,1371400,239.82000732421875,248.163330078125,239.06333923339844,243.2566680908203,145914600,331.92235191528806,332.5173229373171,321.46742877074234,330.0806884765625,4203800,45.370181793488825,46.18451966299214,45.363895734677676,46.07133102416992,32182200,34.80949710435038,35.48133234230868,34.43158878188535,34.85148620605469,27764700
2021-01-05,125.89730757907694,128.68113950331986,125.4479817429498,127.96807861328125,97664900,158.30050659179688,161.16900634765625,158.2530059814453,160.92550659179688,53110000,204.74000549316406,213.35000610351562,204.60000610351562,211.6300048828125,19338300,166.65259440880916,170.87385576135824,166.65259440880916,168.8873748779297,2933700,72.32768434375838,75.48340445304365,72.18385963666121,73.6052017211914,13414800,85.9429483768037,87.02602010440519,85.53492737727899,86.68824768066406,20360000,239.1076204645552,247.82451488167047,237.92060214845037,245.4957733154297,4207100,139.71036945274005,141.9546719159362,138.65528329155654,141.57913208007812,9602300,112.32646694325847,113.50374718134955,111.23007179860531,112.91960144042969,13731200,46.35031020509558,46.60716965687714,46.08458817136926,46.21744918823242,20323800,191.87522710799075,193.4910801082544,191.36400024302057,193.06201171875,2576100,210.00747879242536,211.22542724507716,208.49955666002234,210.62611389160156,23823000,132.1004435715789,135.01694441585937,132.1004435715789,134.6071014404297,4163100,13.066585226914984,13.409464962853612,13.053867833033584,13.370813369750977,322760000,30.35249315525087,30.889776663521726,30.25329973414094,30.740989685058594,29909400,12.149999618530273,12.279999732971191,12.09000015258789,12.149999618530273,1304000,241.22000122070312,246.94667053222656,239.73333740234375,245.0366668701172,96735600,329.31581182348685,331.8374430244293,325.3397392544663,325.6419372558594,3160500,46.09334442021117,46.2411189864437,45.42992588922372,45.826087951660156,26498100,35.1370115873177,37.6228032161481,35.128615049595794,36.531070709228516,44035100
2021-01-06,124.75447411900687,128.00715673158123,123.44558366599814,123.66047668457031,155088000,157.32400512695312,159.87550354003906,156.55799865722656,156.91900634765625,87896000,210.22000122070312,215.61000061035156,209.33999633789062,211.02999877929688,16202200,172.11538503140514,181.43160062123658,171.1957195724439,178.28634643554688,8034700,75.29728138684376,76.80322598182079,74.29895762262599,75.97411346435547,13916800,84.70592848888685,86.88353542794194,84.49867961477806,85.83283996582031,46588000,250.35258049706104,261.30759764491717,247.4620476572963,258.7432556152344,6383500,140.5955717843395,143.26906054003547,140.13061187933542,142.91140747070312,8230100,116.72101721905663,119.31821198222728,114.9236433649408,118.22181701660156,24909100,46.031441997013786,46.07572787206839,44.45483849046365,44.74713134765625,38724500,192.8977311572592,193.27202730039596,190.82542321806932,192.6238555908203,3083400,205.08732638770803,209.2631229647239,204.86500839153206,205.16465759277344,35930700,134.62618420417942,136.8373964759339,132.98684118704816,135.6746063232422,6072900,13.189027902508414,13.21147098319304,12.554139756686697,12.58256721496582,580424000,30.443413447362595,30.980696859731502,30.393816745660352,30.47647476196289,34962500,12.149999618530273,12.199999809265137,11.890000343322754,12.119999885559082,1105700,252.8300018310547,258.0,249.6999969482422,251.9933319091797,134100000,318.37916315749294,339.5156691515816,316.49028903929997,339.3078918457031,6561400,45.61857157522161,46.56496342950925,45.593416546085486,46.11220169067383,21918900,37.29528579628322,37.87474303723284,36.69903227542106,37.4632453918457,36484800
2021-01-07,125.37961563692647,128.5736938299987,124.89122511401924,127.88017272949219,109578200,157.85000610351562,160.427001953125,157.75,158.10800170898438,70290000,213.38999938964844,216.60000610351562,211.77999877929688,212.7100067138672,14474100,181.03611953742015,181.5143353886696,176.75966748162747,178.6265869140625,5297500,76.47326959919248,76.83706569928636,75.55954826108474,76.3294448852539,9286600,86.02614068270066,88.56992052990687,86.02614068270066,88.39655303955078,41936000,260.7548399365377,268.1125772458764,259.76716981293566,264.2705993652344,4009700,142.16929549435167,143.98441182332672,141.5881057186359,143.39427185058594,7747200,121.94239238231448,124.18910161269739,121.25040209976557,122.1041488647461,21940400,44.36626750114913,44.51684015467594,43.86140108351871,44.251121520996094,53225700,194.6504754102268,194.6504754102268,192.2221339110323,193.51846313476562,3142000,206.8949399269411,212.01801901216683,206.57596892064734,211.00306701660156,27694500,136.48474433390084,138.81032475629286,136.29412608718215,138.15267944335938,5256900,12.934672738381666,13.343884859891306,12.853878412465477,13.310219764709473,461480000,30.616995522727933,30.707921227678963,30.311153941856098,30.633527755737305,27809500,12.199999809265137,22.0,12.050000190734863,19.139999389648438,64877000,259.2099914550781,272.3299865722656,258.3999938964844,272.0133361816406,154496700,338.61844641084616,346.0889464591887,338.0329000886481,344.7478332519531,3366700,46.41404173727886,46.458058538322156,45.91726321995353,46.10905456542969,20538000,37.79076037201445,38.26944308044163,37.396055849655646,37.75716781616211,29528100
2021-01-08,129.35514504373518,129.55051323434125,127.20622908757136,128.98397827148438,105158200,159.0,159.53199768066406,157.11000061035156,159.13499450683594,70754000,213.61000061035156,214.10000610351562,208.16000366210938,209.89999389648438,14144000,178.2771379261255,179.5738554352224,175.9503856582469,178.65419006347656,3186600,77.90308191125634,78.1991935452276,76.52403758701237,77.05704498291016,11152100,88.53704298309565,89.64303422597571,87.74291709686659,89.56681060791016,35484000,264.58778995935023,264.84150317238266,258.2992971227606,262.8480224609375,2800800,143.5194320233308,144.04698876210475,142.956129075759,143.09918212890625,8228900,122.19401571212293,122.53551988366223,120.53144549184634,122.23895263671875,12035100,44.31312465607187,45.2874308670595,44.14483696797939,45.24314498901367,29674000,194.35836074303873,197.29792944566037,193.7467132580681,197.0697021484375,2639100,211.38005757663532,213.21664097744642,209.7851434714521,212.28868103027344,22956200,138.72454253322434,139.93499088786803,138.10501507999817,139.48703002929688,3950500,13.328671807745605,13.387023047604911,13.008982809713672,13.243138313293457,292528000,30.716183947958257,31.02202235751121,30.5012712379699,30.691387176513672,33462400,21.459999084472656,22.0,17.889999389648438,18.739999771118164,35657000,285.3333435058594,294.8299865722656,279.46331787109375,293.3399963378906,225166500,346.6084091590858,347.0711741063343,338.82625682496285,343.1990051269531,2947800,46.18136683768181,46.21909757682304,45.84494220977533,46.10276412963867,24478200,37.95872538051011,38.47939725649202,37.748776681728046,38.17707061767578,28628200
2021-01-11,126.1903524513776,127.14759375428018,125.51637110895247,125.98522186279297,100384500,157.40049743652344,157.81900024414062,155.5,155.7104949951172,73668000,203.02999877929688,207.77999877929688,201.00999450683594,206.7899932861328,16770300,176.17111307333974,179.75781678307737,175.02153124963817,178.28634643554688,2540800,75.39878859363054,77.91997419670503,74.9334658540963,77.49695587158203,10635000,88.53006966005195,88.89674428175523,87.29056728433751,87.497314453125,34796000,259.875931379391,267.3061472103725,257.5200349159402,266.2459716796875,2649700,143.56412783336344,144.24368775367907,141.96361195855812,142.50009155273438,7066200,120.94483745909308,124.1980676202917,120.52245508080425,124.06327056884766,15937900,44.83570860623526,45.04828556292829,44.24227037424388,44.46370315551758,19304400,196.35762745751546,197.29792277589536,194.55919530180515,195.57252502441406,2545400,211.1770637407067,211.60237807720935,209.49514288710685,210.2297821044922,23031300,139.15348681222477,140.20190931098455,138.00976243200606,140.1542510986328,4252000,13.384780117393804,13.925658038034387,13.328672895304072,13.587017059326172,518344000,30.765770842091303,31.269992722158655,30.707909625021266,31.220396041870117,47286900,19.3700008392334,19.75,18.649999618530273,18.989999771118164,11702200,283.1333312988281,284.80999755859375,267.8733215332031,270.39666748046875,177904800,342.4717505903952,344.04897310930465,339.2323385005919,340.7056579589844,2695100,45.90469473760318,46.530382526579395,45.90469473760318,46.3102912902832,26264400,37.824360816335265,39.58792872007228,37.580819540957705,39.33599090576172,38246200
2021-01-12,125.5163499461026,126.67872164160659,123.91442981145272,125.80938720703125,91951100,156.0,157.10699462890625,154.3000030517578,156.04150390625,70292000,206.64999389648438,209.05999755859375,204.80999755859375,208.41000366210938,12836200,179.04045642258117,182.09375233904638,177.7805192934153,181.6707000732422,2466100,78.39377161717617,79.45977331914011,77.59003279836391,78.96907043457031,10923900,86.95278383812753,88.0757119949811,85.5090201510068,86.5577163696289,29528000,269.24527401474364,275.4431490819376,268.2303935070045,273.83929443359375,4814400,142.3033768156981,142.7594001561993,140.67603766005305,141.391357421875,6903200,125.31244038137461,127.3075190226909,124.76424284997108,126.01341247558594,18033500,44.321986518014796,44.61427603368958,44.0739795042466,44.38398742675781,18538700,195.07954648712914,195.66380774997828,192.56904647912475,193.17156982421875,2952000,209.27283135349361,209.85280814846865,206.19899268862474,207.75523376464844,23249300,139.62998620765396,139.96357902271527,137.60940676073804,138.24798583984375,3678800,13.71768402449052,13.719679767998574,13.311216328336773,13.45061206817627,291476000,31.16254417184884,31.236937637995673,30.435141742102125,30.732715606689453,47831100,18.979999542236328,19.190000534057617,18.25,18.450000762939453,7138600,277.0,289.3333435058594,275.7799987792969,283.14666748046875,138812100,338.05179427863305,340.07287454412597,335.4923779864602,337.5134582519531,2372500,46.84793927700679,47.14034356752777,46.63413411183208,46.838504791259766,23373300,39.85666179496715,40.45291535439508,39.39477527996753,40.20937728881836,36915100
2021-01-13,125.77032737017872,128.39787087837826,125.50660720798145,127.85087585449219,88636800,156.4219970703125,159.49749755859375,156.10400390625,158.29449462890625,66424000,207.14999389648438,208.7899932861328,204.85000610351562,207.2100067138672,8570500,182.82026790805128,184.08941057574611,180.07047750535185,180.1532440185547,3154700,78.85063990720876,79.12137146872386,77.78463801453964,78.8929443359375,9723300,86.05405245944603,87.50230901741276,86.05405245944603,87.04695892333984,23432000,271.90923811020946,275.20753741058047,271.02125572369823,274.5007629394531,2413800,141.48079486128933,141.68645837674924,140.15746188032853,141.17678833007812,6643100,124.54856464146124,126.52566594285038,124.10821842606089,126.13025665283203,14816800,44.26883657654402,44.605415314786896,44.24226572679708,44.42826843261719,18864100,192.54167038371335,194.56832979230572,192.5325323771697,193.618896484375,2069800,206.87563275119135,209.52415719821823,206.78862590301677,209.11817932128906,20087100,138.03828147025285,138.32421604994573,135.75081937594678,136.33221435546875,3330100,13.455850431515394,13.590508913270414,13.351116690990468,13.4974946975708,210028000,30.583930789843095,30.72445003939508,30.286356904673,30.46820831298828,31027900,18.899999618530273,19.59000015258789,18.530000686645508,19.110000610351562,8226400,284.2533264160156,286.8233337402344,277.3333435058594,284.8033447265625,99937500,336.25733366142003,336.9845397238624,331.7145943199041,335.3128967285156,1974500,46.769333468261706,46.86994639478798,46.35430604589133,46.360595703125,16069500,40.75523880682414,40.90640212038824,40.04981107804594,40.66286087036133,29000300
2021-01-14,127.76296279527958,127.95831602204765,125.77032113055597,125.9168472290039,90221800,158.37600708007812,158.89999389648438,156.0294952392578,156.37350463867188,61418000,208.7899932861328,214.19000244140625,208.2100067138672,209.91000366210938,12446800,180.34636228731932,182.01095415514925,179.66580494611085,181.5419158935547,2486600,79.47669469535155,81.4902598451253,79.34978789136727,80.78804779052734,13950200,87.12765580672892,88.0582879688526,85.99177402952512,86.2333984375,29212000,275.5065616226523,280.3633930702342,275.04445790691733,278.96795654296875,3192200,143.46576576053755,144.80698516056174,142.7146861709854,143.64459228515625,10030800,126.25608151948279,128.28710180229248,125.8157215574147,126.86717987060547,18565600,44.428268087582794,44.44598311354176,43.59568214028556,43.60453796386719,34303600,193.62803115929773,194.14838211747596,189.88509817146283,190.341552734375,3666700,208.70250690024,210.20076782895143,205.6383294489561,205.9089813232422,29480800,136.92320452940132,138.10504660198768,134.32121480978734,134.6738739013672,4104000,13.540633391525652,13.565320490997493,13.147132326913272,13.166831970214844,283120000,30.40207796050299,30.55086489613358,30.26155871751902,30.377281188964844,30272000,19.399999618530273,19.450000762939453,18.920000076293945,19.15999984741211,7705100,281.1300048828125,287.6666564941406,279.5833435058594,281.6666564941406,93798900,337.02237708286026,338.8734656857869,330.94965358796827,331.05352783203125,2919900,46.476931524613626,46.53352404976993,45.91727074318649,46.209678649902344,23017200,40.73004659753808,42.89671865528222,40.73004659753808,42.25007629394531,35474800
2021-01-15,125.78986283591505,127.19642993721087,124.05119375361772,124.18794250488281,111598500,156.1510009765625,157.12750244140625,154.7584991455078,155.21249389648438,84880000,208.9600067138672,209.25,204.1999969482422,204.32000732421875,11103300,179.94173514094553,179.9877212174417,175.5457356611354,178.9852752685547,3317100,79.71359994812491,79.78974017294411,77.59004546325774,77.91153717041016,10244600,86.13873947397137,87.0653806618715,85.27637182228375,86.0689926147461,31444000,272.9150180088433,276.24047185491605,269.0096325319448,272.7519226074219,3863700,143.33168029785156,144.32418341441084,142.26764382724568,143.33168029785156,7630800,123.50606987567105,127.29851543643855,123.12862444187998,124.5934829711914,27881000,43.54254062708106,43.56025565449029,42.98452908947614,43.13510513305664,24366800,189.85772288657682,192.34996104245684,189.35562005263688,191.62876892089844,3593700,206.39231365400664,207.34925619278064,204.95204728580774,205.5513458251953,31746500,133.96854755680812,135.70320707589852,133.3204426001635,134.1210479736328,6412400,13.194511199602248,13.291514982726857,12.81597251882177,12.826944351196289,277780000,30.319416713765797,30.40207471219527,30.08797179560287,30.335948944091797,34287800,19.31999969482422,21.049999237060547,19.110000610351562,20.15999984741211,13024900,284.0,286.6333312988281,273.0333251953125,275.38665771484375,116332800,329.7218653055939,333.4334960738659,326.5296633971101,331.7807312011719,3777000,45.63429415759361,45.873247154950654,45.172101511062124,45.47708511352539,35920500,41.07435674686766,41.21712350510922,39.713890292862956,40.21776580810547,42411300
